12894,213631,"To Unlimited, and Beyond"
12895,24483,Wackee SIX
12896,86538,Black Stories 6
12899,200549,Royal Defense
12900,709,Dragons of Glory
12901,153120,Transylvania: Curses & Traitors
12902,12676,Mini Car Wars
12906,329613,Paper Apps: Dungeon
12908,18588,Les Fils de Samarande
12909,388,Finale
12911,5258,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge
12912,176071,Sitting Ducks Deluxe
12915,244073,Heróis de San Villano
12916,6529,Panzer Grenadier: Airborne
12917,197,HellRail: Second Perdition
12918,246094,PJ Masks: Team of Heroes
12919,9932,Champs de bataille: Soissons 486 et Poitiers 732
12920,172932,Flashlights & Fireflies
12922,130912,The Lord of the Rings Dice Building Game
12923,11531,Snake Pit
12924,5692,Flintloque
12925,13915,"Bastogne: The Desperate Defense, December 1944"
12926,148330,Burning Rome
12927,22756,Optimus Princeps: Les Guerres Daciques
12931,246728,Gunfights & Gamblin'
12932,23707,Venus Needs Men
12933,3238,Rally: Risk and Evaluation on All Roads in the Worlds
12934,7184,Weapons & Warriors: Pirate Battle
12936,1252,Pyramidis
12938,265585,Linkee 3
12939,130764,Mr. Card Game
12940,167787,Die die DIE
12942,27373,Guillotine
12943,224662,Sushi War: All You Can Hit!
12944,109070,Eden: Survive the Apocalypse
12948,1130,Halali
12949,2205,The Lost World Jurassic Park Game
12950,12111,Grand National
12952,3229,"The Game of Medici: Arms, Loves and Betrayals in XVth Century Europe"
12954,173770,Swamped
12955,22329,Fatal Frame: The Card Game
12957,3485,Anno Domini
12958,61319,Uppsala: Città d'Italia
12959,10261,Blitzkrieg 1940
12960,695,Fibonacci
12962,166341,7 & 7
12964,181390,Buttons
12965,66695,Sumoku
12966,2713,James Clavell's Noble House
12967,287711,The Path of the Adventurers
12968,7203,Ophidian 2350 CCG
12969,206061,Snooker Solitaire
12972,60158,Fast Food
12975,330401,Dokojong
12976,282389,Robinson Crusoe: Escape from Despair Island
12977,47130,Shootin' Ladders: Frag Fest
12979,1698,X-Men: Under Siege
12980,235819,Scribble Time
12981,238510,Farkle
12983,26869,Little Thunder Witch
12985,4172,Veracruz: U.S. Invasion of Mexico 1847
12986,256957,Monkey Temple
12987,7657,Astron
12988,154778,AssassinCon
12989,15548,Trivial Pursuit: DVD – The Lord Of The Rings Trilogy Edition
12990,1028,Kraut & Rüben
12994,7578,Word-Whiz
12995,241488,Where's Mr. Wolf?
12996,333348,Dirge: The Rust Wars
12999,213301,Murder at Blood Mansion
13000,3604,Mamba
13002,267404,Warlords of Erehwon Rulebook
13003,6085,East & West: The Third Mondial War
13004,7065,Pusher
13005,98931,Pirates of the Caribbean: Master of the Seas Strategy Game
13006,182214,Gremlins Inc
13007,32639,Politico
13008,274442,hexaGONE
13009,14299,Tunisie 1943
13010,25302,Austerlitz 1805: Le choc des cavaleries
13013,34419,Kheops
13014,116231,Wordz
13015,307715,High Noon
13017,187515,Zooscape
13020,5303,APBA Pro Hockey
13021,28843,300: The Board Game
13025,6672,Seven Seas to Victory
13026,569,Maestro
13027,83907,Assist
13028,209734,Conflicting Legends
13029,69687,Anzio/Cassino
13030,8329,"Pegasus Bridge: The Beginning of D-Day – June 6, 1944"
13031,8703,"The Ardennes Offensive: The Battle of the Bulge, December 1944"
13032,174618,Schäferstündchen
13034,335541,We Care: a Grizzled Game
13035,81588,OMEGA
13036,3617,Operation Pegasus
13037,165090,CLUE: Firefly Edition
13039,15267,Des chiffres et des lettres
13041,6611,Battlelines: The Stalingrad Campaign
13042,1816,Mississippi
13043,285250,Pencilvillage
13044,123223,Pike & Shotte
13045,5755,Guadalcanal
13046,154904,Easy Breezy Travel Agency
13047,457,Jumbo Grand Prix
13048,143403,Petits meurtres & faits divers: au tribunal
13049,325704,Escape Room: The Game – 2 Players Horror
13050,3838,Firestorm
13052,111855,Lumacorsa
13054,42256,Cold War Battles 2: Pentomic Wurzburg & Kabul '79
13055,11160,Think: Memo Crime
13056,274445,Embers of Memory: A Throne of Glass Game
13057,37997,Zombie Cinema
13058,248366,Brutality
13059,3892,Star Blazers Fleet Battle System
13060,39084,CrossWise
13061,8245,Bloody Buna
13063,256486,Polyssimo Challenge
13064,121987,Crimebox Investigation
13065,297478,Cortex + Challenge
13066,5668,Mini Mastermind
13067,11763,Campaign for Guadalcanal: Long Lance & Henderson Field
13068,2600,Gods
13069,27682,Ultimate Werewolf: Whitebox Edition
13070,39279,Somosierra 1808
13071,7558,Battlegame Book 2: Knights at War
13074,260980,Power On!
13075,10880,Calciomania
13076,339214,HIT !
13078,63710,Silk Road Maker
13079,1082,Invers
13080,17684,"Operation Star: The Soviet Winter Offensive, 1943"
13083,34305,Legends of the High Seas
13085,65554,Sounds Like a Plan
13086,19676,Escrete
13088,103328,LIXO?
13091,33812,Island Trader
13094,27687,Star System
13096,1289,All The King's Men
13097,297318,¡Desplumados!
13098,73091,Momentum
13100,315882,Santa Cookie Elf Candy Snowman
13101,97751,Hit the Throttle!
13102,92777,Ragnarök: Aesir and Jötunn
13103,124034,"Position Magnifique: The Battle of Mars-la-Tour, 1870"
13104,279776,A Sheer Butchery: Solferino 1859
13105,255227,?????????? (Kamakura Collection)
13107,313750,Personal Space
13109,208377,Guardians' Chronicles: Clash of Heroes
13112,8571,Austerlitz 1805: Napoleon's Greatest Victory
13113,209225,Vikingjarl
13115,14012,Boing!
13116,237834,Rattaneer
13117,234834,Apocalypse au Zoo de Carson City
13118,11050,Bastogne or Bust (Second Edition)
13119,269145,M?
13120,7723,"Yeoman: Tactical Warfare in the Renaissance Age, 1250-1550"
13121,34118,Ultimate
13122,198778,SYNOD
13123,7003,The Battle of Britain
13124,5162,Chinese Chess
13125,154281,Legends and Lies
13126,97747,Electronic Taboo
13127,109215,Gunship: First Strike!
13130,60682,Gift Trap mini
13132,275817,Yum Yum Island
13135,199497,Squirmish
13137,13290,Byzantium Reborn
13138,3560,Ice War
13142,6924,Shot and Shell: Naval Combat in the Civil War
13143,298545,Spoilers: The Game – Travel Edition
13144,335467,??????? (Trick-Taking in Black and White)
13145,239907,Seat Wars
13146,224011,Gold Armada
13148,335131,Sticky Cthulhu
13149,310968,Bite and Write: The Treaty of Rodentia
13150,312744,Titanic
13152,133421,Bankraub
13153,2474,Götterdämmerung
13154,3666,Raider!: A Tactical Game of Commerce Raiding in WWII
13155,267732,Who's She?
13156,228742,Bushido Breaker
13157,6920,The Omega War
13158,7112,NATO Division Commander
13160,38038,UNO Flash
13161,282255,Zimbabweee Trick
13163,124918,Raid the Pantry
13164,174049,Sandcastles
13166,177995,"Graveyards, Ghosts & Haunted Houses"
13167,4017,Charlemagne: Dark Ages in Europe
13168,39382,18EZ
13169,165797,Der unendliche Fluss
13170,2263,Crusades II
13172,17765,Blam!
13173,302465,Obsidia
13174,32031,Art of War
13175,69815,Arnhem '44: The Operation Market Garden Boardgame
13177,112557,Guild
13178,174128,Zambezi: The Expedition Game
13179,254498,Girl Genius: The Works
13180,264843,El Maestro
13181,5346,Skittle-Bowl
13183,21061,Go/Stop
13184,25944,Julchen und die Monster
13186,178154,One Hit Kill
13187,2061,A Line in the Sand: The Battle of Iraq
13190,183839,Flip a Bird
13191,107173,Stalag 17
13193,257994,Trappist One
13194,163688,Six Sons of the Sultan
13196,112532,Feed the ducks
13198,6742,Dungeons & Dragons Chainmail
13199,12189,The Patrons of Venice
13200,39070,Rappakalja Extreme
13204,282216,Wolves of Mercia
13205,11601,Botts and Balls
13208,195149,DETHRONED: The Real-Time Combat Card Game
13209,22427,Miscellaneous Game Book
