Rank,BGGid,Name,Price
21926,267367,Suburbia: Collector's Edition,150
21926,269214,Pixel Tactics: Legends,14.99
21926,271320,The Castles of Burgundy,49.99
21926,272743,Hanabi Deluxe II,69.99
21926,274466,Valley of the Kings: Premium Edition,47.99
21926,275564,Maximum Apocalypse: Legendary Edition,170.22
21926,275626,Dominion Einsteiger-Bigbox,36.73
21926,276502,Roads & Boats: 20th Anniversary Edition,114.8
21926,278292,Anachrony: Infinity Box,253.14
21926,278693,Castle Panic: Big Box,91.09
21926,282391,Stockpile: Epic Edition,179.99
21926,282673,The Sherlock Files: Elementary Entries,18.47
21926,283151,Monikers: Classics,23.39
21926,285826,Ultra-Tiny Epic Galaxies,11.97
21926,286749,Hansa Teutonica: Big Box,44.99
21926,287671,Mauwi,19.37
21926,290357,Hanabi: Grands Feux,26.88
21926,290829,Fresco: Mega Box,179.99
21926,293141,King of Tokyo: Dark Edition,39.99
21926,296100,Rococo: Deluxe Edition,103.99
21926,299104,Apex Theropod Deck Building Game: Collected Edition,89.97
21926,299659,Clash of Cultures: Monumental Edition,119.97
21926,299733,Sanctuary: The Keepers Era,44.98
21926,302189,Merlin: Big Box,164.97
21926,302882,The Dwarves Big Box,51.47
21926,308119,Pax Renaissance: 2nd Edition,60
21926,311464,Florenza: X Anniversary Edition,60.74
21926,318985,Puerto Rico,25.97
21926,319196,Gùgōng: Deluxe Big Box,254.71
21926,322045,Cartographers Heroes: Collector's Edition,59.99
21926,329434,Chocolate Factory: Deluxe Edition,57.43
21926,329591,Ultimate Railroads,95.99
21926,329841,Ticket to Ride: Europe – 15th Anniversary,117.11
21926,329954,Carcassonne: 20th Anniversary Edition,69.26
21926,347521,Blitzkrieg!: World War Two in 20 Minutes,23.99
